"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000004864",427.530556689561,2.44741301139213e-06,0.00144264415372301,0.690472643494916,0.999682268560792
"ENSG00000004866",201.07196676963,5.40912494127437e-06,0.0014426686907522,0.257483006351705,0.999682268560792
"ENSG00000004897",662.888431411495,7.35711546866892e-06,0.0014426414168203,0.458386408313133,0.999682268560792
"ENSG00000004961",435.102652851888,4.7814164166236e-06,0.00144266543707727,0.332187323255307,0.999682268560792
"ENSG00000004975",531.774993719648,1.03313092838265e-06,0.00144266762435644,0.818477909088816,0.999682268560792
"ENSG00000005001",313.929802591456,7.83561346357275e-07,0.00144268765800918,0.73901789923034,0.999682268560792
"ENSG00000005007",2616.22448194595,3.01371365085468e-06,0.00144264971770632,0.605836817764922,0.999682268560792
"ENSG00000005020",484.606575765498,-3.73138759183195e-05,0.00144292871991475,0.717492659146271,0.999682268560792
"ENSG00000005022",1477.81717001859,-1.83573942783997e-06,0.00144267272118357,0.64931126253797,0.999682268560792
"ENSG00000005059",92.0194203981872,-4.49143912135537e-07,0.00144269111022983,0.787504163048524,0.999682268560792
"ENSG00000005075",275.724446978177,7.40131901819896e-07,0.00144267243001236,0.856157264306052,0.999682268560792
"ENSG00000005100",406.557894692853,1.67732627655104e-06,0.00144262696465796,0.812327833138531,0.999682268560792
"ENSG00000005102",27.0834405890076,-6.76522970665502e-07,0.00144269428304491,0.393966251654553,0.999682268560792
"ENSG00000005108",1434.58148242753,-1.99300770469046e-06,0.00144269298228206,0.161698216048481,0.999682268560792
"ENSG00000005156",377.77115892258,2.39779498549417e-06,0.00144265809581513,0.648296821584724,0.999682268560792
"ENSG00000005175",397.13907463078,-8.8624266063448e-08,0.00144265005827576,0.986226737708569,0.999682268560792
"ENSG00000005187",71.5401871265919,-5.35734778237548e-07,0.00144269311782719,0.649625426962938,0.999682268560792
"ENSG00000005189",778.423457756688,5.66330797663243e-08,0.00144269294328468,0.97011598223821,0.999682268560792
"ENSG00000005194",438.702903953961,3.04880592547002e-06,0.00144266247087522,0.540583775279602,0.999682268560792
"ENSG00000005206",556.165458074059,1.75570037388562e-06,0.00144267277277633,0.666715579523515,0.999682268560792
"ENSG00000005238",387.654113326242,3.90116655115341e-07,0.00144268430758564,0.891403125166782,0.999682268560792
"ENSG00000005243",91.8694112593964,3.48415616085804e-06,0.00144268004609012,0.321036671643553,0.999682268560792
"ENSG00000005249",409.159600494291,-1.83704322362289e-06,0.00144269016775389,0.354740285678619,0.999682268560792
"ENSG00000005302",218.803461906141,-2.63625414919223e-08,0.00144267113212639,0.993292213988894,0.999682268560792
"ENSG00000005339",1382.29626049054,3.85721107759153e-07,0.00144266859039588,0.93198788115811,0.999682268560792
"ENSG00000005379",444.796708284608,1.81870297990616e-06,0.00144267220555288,0.659688219466779,0.999682268560792
"ENSG00000005436",251.233220044283,1.86673128907696e-06,0.00144267783500615,0.602880789435629,0.999682268560792
"ENSG00000005448",216.716701958629,2.33735682174805e-06,0.00144265294699861,0.675319650216675,0.999682268560792
"ENSG00000005469",1111.2513101848,-7.92041661382415e-06,0.00144270023244718,0.516483553238035,0.999682268560792
"ENSG00000005483",1183.77640200304,2.90016093366734e-06,0.00144265654638018,0.590826020932321,0.999682268560792
"ENSG00000005486",1952.62894107611,8.93526142572469e-06,0.00144263369461406,0.568039759723175,0.999682268560792
"ENSG00000005700",993.471975272898,4.71654337613574e-06,0.00144263763724993,0.478896263688463,0.999682268560792
"ENSG00000005801",93.123092504057,1.15122496176202e-06,0.00144268567026995,0.66304842184185,0.999682268560792
"ENSG00000005810",976.239487392317,-1.4374138178481e-06,0.00144266694471963,0.748621425381134,0.999682268560792
"ENSG00000005812",887.019303049869,-1.12498257771211e-07,0.00144267651413557,0.973303295969928,0.999682268560792
"ENSG00000005844",19.6561876198818,-4.78508550786785e-07,0.00144269298365422,0.697200596177852,0.999682268560792
"ENSG00000005882",390.528330145826,1.72372374826935e-09,0.00144267151092367,0.985548976709555,0.999682268560792
"ENSG00000005884",2944.04449422482,-2.73705355819095e-06,0.00144267916088154,0.435110866801716,0.999682268560792
"ENSG00000005889",810.533743843962,1.73319577561005e-06,0.00144264470113019,0.775053784534167,0.999682268560792
"ENSG00000005893",2104.00744833957,2.21156975206489e-06,0.00144265576595773,0.68320041310061,0.999682268560792
"ENSG00000005955",742.558909245445,5.2473151845763e-06,0.00144267022096175,0.257175334656811,0.999682268560792
"ENSG00000005961",29.8908994699606,2.67302002577139e-06,0.00144269128575448,0.159877924823488,0.999682268560792
"ENSG00000005981",13.486332095696,-3.20416032745883e-07,0.00144269464598485,0.587213030385881,0.999682268560792
"ENSG00000006007",1568.35950288204,2.73037543224632e-06,0.00144266666720222,0.55712408011808,0.999682268560792
"ENSG00000006015",142.172257977589,2.81619385937255e-07,0.00144266731515789,0.981767049093001,0.999682268560792
"ENSG00000006016",13.5062611112973,-9.71142561919057e-07,0.00144269337909161,0.39877335668834,0.999682268560792
"ENSG00000006025",52.7893993558522,-6.26646388632249e-07,0.00144268823565029,0.7752490130864,0.999682268560792
"ENSG00000006042",415.128888546157,-8.22059449615356e-06,0.00144270268133219,0.861145280133569,0.999682268560792
"ENSG00000006047",49.6183459953374,-6.42646554954089e-07,0.00144269237811112,0.645153898122566,0.999682268560792
"ENSG00000006062",630.1689116634,4.2660121879277e-06,0.00144267931892693,0.249534481043775,0.999682268560792
"ENSG00000006075",14.3384142999637,-4.3774164411098e-07,0.00144269298402886,0.721899683043372,0.999682268560792
"ENSG00000006114",808.554643464343,2.05922270470067e-06,0.00144266347160367,0.671216406333279,0.999682268560792
"ENSG00000006118",895.465452844596,-7.21427755649972e-07,0.00144269252234392,0.595022862747049,0.999682268560792
"ENSG00000006125",3343.46651746847,5.43690079710366e-06,0.00144265780522134,0.262804863897143,0.999682268560792
"ENSG00000006194",359.897866336123,3.80554717866382e-06,0.00144266027941993,0.463617504680547,0.999682268560792
"ENSG00000006210",11.6834155707656,-6.42132374990634e-07,0.00144269292798832,0.612137208617163,0.999682268560792
"ENSG00000006282",678.461839440582,1.39011003283678e-05,0.00144271574105189,0.685026662479434,0.999682268560792
"ENSG00000006327",2729.21061082497,3.66326294133682e-06,0.00144266460699448,0.45112158586822,0.999682268560792
"ENSG00000006432",236.918966625404,4.96536086111956e-06,0.00144264841323304,0.362102590802472,0.999682268560792
"ENSG00000006451",594.428830815934,4.64311955725844e-07,0.00144267810049559,0.89676897301157,0.999682268560792
"ENSG00000006453",346.323440943132,1.2302120608204e-06,0.0014426504777809,0.823774333059279,0.999682268560792
"ENSG00000006459",375.414398985282,1.85220359111429e-06,0.00144266026414972,0.715758872980722,0.999682268560792
"ENSG00000006468",170.937148299639,-6.64689410204174e-08,0.00144269118666331,0.937091036187373,0.999682268560792
"ENSG00000006530",178.10027452584,4.21827001562436e-06,0.0014426638552127,0.399262500824121,0.999682268560792
"ENSG00000006534",20.6526185774067,1.38496344820559e-06,0.00144268608175005,0.597253567481952,0.999682268560792
"ENSG00000006555",425.489219107609,2.77526207607687e-06,0.00144268381767241,0.358920344180795,0.999682268560792
"ENSG00000006576",1154.40661919178,-7.71228881861202e-06,0.001442699587861,0.422207109693231,0.999682268560792
"ENSG00000006607",475.274088229699,-7.21968066511176e-06,0.00144269889084373,0.459548352641835,0.999682268560792
"ENSG00000006625",362.371850704805,1.74522719896758e-06,0.00144265889569269,0.735556734893767,0.999682268560792
"ENSG00000006634",31.1305959565411,2.86523621549729e-06,0.00144268518529251,0.312897157043876,0.999682268560792
"ENSG00000006638",52.1458912783211,-1.50502114944135e-06,0.00144267507417069,0.694080944069041,0.999682268560792
"ENSG00000006652",332.284506915819,3.03691276330781e-06,0.00144266874374882,0.54539009232736,0.999682268560792
"ENSG00000006695",199.053391926167,2.54037702428932e-06,0.00144266726000662,0.579123477527516,0.999682268560792
"ENSG00000006704",617.464928242343,-3.46835971504519e-07,0.00144267739909536,0.920274362836292,0.999682268560792
"ENSG00000006712",942.778852527774,1.89059938663913e-06,0.00144264827547008,0.748102399410673,0.999682268560792
"ENSG00000006715",924.97614624254,3.55872958075601e-06,0.00144263824251589,0.595552208730998,0.999682268560792
"ENSG00000006740",1231.41839583625,-2.53183251275313e-06,0.0014426902792269,0.220243422643844,0.999682268560792
"ENSG00000006744",976.410059276813,1.07019184757584e-06,0.00144265898933279,0.83580233128576,0.999682268560792
"ENSG00000006747",12.7057764480555,-1.10615738593788e-06,0.00144269317160956,0.391918230122354,0.999682268560792
"ENSG00000006756",509.471121552419,1.97582850748283e-06,0.0014426684565684,0.657340227523343,0.999682268560792
"ENSG00000006757",323.334531329528,-1.73547502670843e-06,0.00144267957841835,0.608090906150798,0.999682268560792
"ENSG00000006831",1500.02323587919,-8.46003827020556e-07,0.00144266214936623,0.747808206264515,0.999682268560792
"ENSG00000006837",37.0427400797974,-7.99431142972882e-07,0.00144268516190561,0.76363073444531,0.999682268560792
"ENSG00000007038",5.88786477050558,-5.48028965034263e-07,0.00144269457627898,0.388578583000624,0.999682268560792
"ENSG00000007047",613.775409311793,2.59758726626196e-06,0.00144266447836102,0.588582186108134,0.999682268560792
"ENSG00000007062",55.4243239997808,4.20303996969617e-07,0.00144269362836468,0.873568227045433,0.999682268560792
"ENSG00000007080",718.542214341974,4.77077959706156e-06,0.00144265745294302,0.384341707255281,0.999682268560792
"ENSG00000007168",2428.73570348999,5.74107068878172e-06,0.00144261381723187,0.469419583529017,0.999682268560792
"ENSG00000007174",17.8707855334521,-7.2223655012117e-07,0.00144269278996538,0.580118997123985,0.999682268560792
"ENSG00000007202",3134.80463242376,6.61652417495356e-08,0.00144264362606145,0.99264417650528,0.999682268560792
"ENSG00000007237",40.6514548187227,-4.45065188040882e-07,0.00144268546101725,0.864830238909916,0.999682268560792
"ENSG00000007255",120.634057066812,-7.25579702689471e-08,0.00144268059501703,0.980149640568689,0.999682268560792
"ENSG00000007264",5.07764505892772,-4.33621405988906e-07,0.00144269265509871,0.744924518696515,0.999682268560792
"ENSG00000007312",6.058666289803,-1.15142645517932e-06,0.00144269399248142,0.250271534528748,0.999682268560792
"ENSG00000007341",191.591812583027,-8.31574070947429e-06,0.00144270159346378,0.912413311175726,0.999682268560792
"ENSG00000007372",22.1861319622145,-1.35556934375057e-06,0.0014426873363618,0.573540575976873,0.999682268560792
"ENSG00000007376",140.307718743444,4.64362115033176e-06,0.00144266896426776,0.316516674008897,0.999682268560792
"ENSG00000007384",467.856558167538,5.13343900267874e-06,0.00144266785604291,0.284142074473554,0.999682268560792
"ENSG00000007392",367.630333539246,5.41819357749239e-06,0.00144267601213473,0.194767005071704,0.999682268560792
"ENSG00000007402",101.235385351392,-2.587534930663e-06,0.00144268513478085,0.361028524517007,0.999682268560792
"ENSG00000007516",260.077256187316,-3.54330905200528e-07,0.00144269274538277,0.778500118572674,0.999682268560792
"ENSG00000007520",339.694146934456,8.10589916132231e-07,0.00144267165498077,0.84551252344058,0.999682268560792
"ENSG00000007541",576.397666712839,2.87076455156933e-06,0.00144268053999132,0.399221103248371,0.999682268560792
"ENSG00000007545",407.29358609041,3.66312861317843e-06,0.00144265110227439,0.526683330307917,0.999682268560792
"ENSG00000007866",594.047310188718,1.75033350929955e-06,0.00144268130644381,0.58778666272041,0.999682268560792
"ENSG00000007908",97.93467921407,-6.03378798399235e-07,0.00144268777082933,0.790113466448049,0.999682268560792
"ENSG00000007923",414.8967313625,1.27515197625047e-06,0.00144268104551216,0.622365644972254,0.999682268560792
"ENSG00000007944",561.302400701287,4.49556305684165e-06,0.00144267298158132,0.296702228813888,0.999682268560792
"ENSG00000008018",877.203347384544,2.12954087270952e-06,0.00144266379099486,0.659353973811965,0.999682268560792
"ENSG00000008056",52.7664940348341,-7.75671489428111e-07,0.00144269446387776,0.285519355402431,0.999682268560792
"ENSG00000008083",229.01458139078,4.36716190635326e-06,0.00144266926016924,0.342429098171986,0.999682268560792
"ENSG00000008086",109.547668136521,-1.14154172759292e-06,0.00144266794922621,0.795973835438026,0.999682268560792
"ENSG00000008128",557.578823449229,2.67303488961429e-08,0.00144268037800815,0.995844756296276,0.999682268560792
"ENSG00000008130",634.42681266723,2.22407925402292e-06,0.00144267299922859,0.586113060928406,0.999682268560792
"ENSG00000008226",4.4235759656829,-3.50295176698007e-07,0.00144269346064757,0.747618425173469,0.999682268560792
"ENSG00000008256",538.339577325097,7.0515345572738e-07,0.00144266967835882,0.871124453968969,0.999682268560792
"ENSG00000008277",43.1037851189498,-3.12197802051371e-07,0.00144268997496715,0.867693607025847,0.999682268560792
"ENSG00000008282",1665.57710017711,9.51878343770243e-07,0.00144266557781122,0.838946904063105,0.999682268560792
"ENSG00000008283",2177.07510848983,-5.80221425965091e-06,0.00144265200392535,0.32778840920372,0.999682268560792
"ENSG00000008294",2115.18937464986,7.5025114801719e-07,0.0014426600768111,0.883456811846417,0.999682268560792
"ENSG00000008300",275.583803944857,-1.22986159660299e-06,0.00144269407624242,0.204024401310816,0.999682268560792
"ENSG00000008311",195.825816744101,-1.13168769696873e-06,0.00144268498367879,0.676315780732397,0.999682268560792
"ENSG00000008323",272.677622726965,6.98886150958055e-06,0.00144268995910944,0.905530852117858,0.999682268560792
"ENSG00000008324",88.8754478634153,2.87801912418154e-06,0.00144266037806025,0.573588198123048,0.999682268560792
"ENSG00000008382",282.600041394674,-1.37367585198091e-06,0.0014426741279369,0.723660525808023,0.999682268560792
"ENSG00000008394",56.1011196504815,-1.72570987424534e-06,0.00144269339969013,0.181248161909195,0.999682268560792
"ENSG00000008405",342.732290995004,-1.41978420689538e-06,0.00144265811537117,0.785870493846519,0.999682268560792
"ENSG00000008441",814.686873062883,1.43471860742072e-06,0.00144267337225518,0.72067140947422,0.999682268560792
"ENSG00000008513",572.348202971959,2.40218701663245e-07,0.00144267881130996,0.946449629808676,0.999682268560792
"ENSG00000008516",81.0323888691281,3.16133643056808e-06,0.00144267592079748,0.415258386024572,0.999682268560792
"ENSG00000008517",1374.43111834834,5.66387760641194e-06,0.00144268434778863,0.846189888423182,0.999682268560792
"ENSG00000008710",1095.9324114837,1.34629927377182e-05,0.00144267109708588,0.867056062492199,0.999682268560792
"ENSG00000008735",680.208980520947,-1.32594393167583e-06,0.00144269367646497,0.233665267873731,0.999682268560792
"ENSG00000008838",941.832216494304,1.61125300332056e-06,0.00144267140874738,0.70107623455529,0.999682268560792
"ENSG00000008853",200.651385461139,-2.21573802870771e-06,0.00144268131115457,0.493692526112436,0.999682268560792
"ENSG00000008869",580.298073814926,3.67507640335144e-07,0.00144265030803633,0.948019960583196,0.999682268560792
"ENSG00000008952",2021.24021672744,3.83242910120466e-06,0.00144265193981924,0.505946458690096,0.999682268560792
"ENSG00000008988",769.126648209963,-1.19316132120792e-06,0.00144266730049402,0.788652477536343,0.999682268560792
"ENSG00000009307",5390.20949442568,2.75087098600047e-07,0.00144268070474948,0.935198082335646,0.999682268560792
"ENSG00000009335",1659.22876201898,-6.7086888129113e-07,0.00144267061949199,0.871204187974136,0.999682268560792
"ENSG00000009413",392.838593969607,4.23563843061733e-06,0.00144266898738127,0.357106290782067,0.999682268560792
"ENSG00000009694",46.8143958741631,-6.41263752193188e-07,0.00144269441112501,0.377077761086417,0.999682268560792
"ENSG00000009724",17.4946340587959,-6.24578715892365e-07,0.00144269239727059,0.655088892700402,0.999682268560792
"ENSG00000009780",123.781988277646,-5.8491013672109e-07,0.00144268306847828,0.841035844801023,0.999682268560792
"ENSG00000009790",27.9637988350482,3.0184758850205e-06,0.00144268878268526,0.206046878633368,0.999682268560792
"ENSG00000009830",438.69955439792,-2.17386979692388e-06,0.00144266227063488,0.657457302416405,0.999682268560792
"ENSG00000009844",582.773720455993,2.16931062863763e-06,0.00144263673448162,0.740982966792598,0.999682268560792
"ENSG00000009950",140.463519512634,1.20541286248885e-06,0.00144268794056969,0.602732670656761,0.999682268560792
"ENSG00000009954",1642.9177395931,6.39809941966861e-06,0.00144263544145712,0.357364883777317,0.999682268560792
"ENSG00000010017",629.093748848061,-2.32018565816638e-07,0.00144266664158805,0.957656657912931,0.999682268560792
"ENSG00000010030",130.401991187902,-1.36358669505124e-05,0.00144271756563395,0.348795211632639,0.999682268560792
"ENSG00000010072",155.404702119618,3.41384610960168e-06,0.0014426669766835,0.463882330307778,0.999682268560792
"ENSG00000010165",582.886992990824,2.51791714855502e-06,0.00144265581909863,0.641570851433149,0.999682268560792
"ENSG00000010219",66.001724149079,1.22278553003889e-06,0.00144267377032443,0.757020598670863,0.999682268560792
"ENSG00000010244",875.04209243222,9.54574277063306e-06,0.00144263293276074,0.166221575151609,0.999682268560792
"ENSG00000010256",1959.80001319376,3.40601496540469e-07,0.00144267490384457,0.931151825725783,0.999682268560792
"ENSG00000010270",252.673547505364,2.93520642331977e-06,0.0014426764371468,0.442418637809933,0.999682268560792
"ENSG00000010278",4653.93511445854,1.4359824621855e-06,0.00144266580314883,0.758264025778011,0.999682268560792
"ENSG00000010282",94.4985135967718,-4.8917053959616e-07,0.00144269496232989,0.575029375977556,0.999682268560792
"ENSG00000010292",488.386285156214,3.44498893383068e-07,0.0014426366665041,0.959455807228186,0.999682268560792
"ENSG00000010295",47.959553335975,-1.18407401628373e-06,0.00144269269560766,0.389167285370932,0.999682268560792
"ENSG00000010310",87.0828007480999,2.31381896797907e-06,0.00144268742047786,0.352925198391116,0.999682268560792
"ENSG00000010318",70.9243298604039,1.79425696994614e-06,0.00144268104788376,0.58233031868269,0.999682268560792
"ENSG00000010319",33.1820943163515,-1.49632355982416e-06,0.0014426932023179,0.24559989189092,0.999682268560792
"ENSG00000010322",1344.07552611577,1.49531474458719e-06,0.00144266447436992,0.753402891591147,0.999682268560792
"ENSG00000010327",371.264998602568,1.96787541606996e-06,0.00144267716227936,0.5927388536498,0.999682268560792
"ENSG00000010361",189.756459830787,5.7064334545987e-08,0.00144268103568627,0.987736872812265,0.999682268560792
"ENSG00000010404",2603.43175570153,-3.00870775243675e-07,0.001442684059396,0.911414261728388,0.999682268560792
"ENSG00000010539",81.2591922472049,1.33010231453518e-06,0.00144266333581976,0.783100685637237,0.999682268560792
"ENSG00000010610",3717.74025150299,-1.92843613642596e-06,0.00144269332127819,0.146796683009616,0.999682268560792
"ENSG00000010626",143.175097867966,-3.28824347639079e-06,0.00144268506127993,0.262145018976822,0.999682268560792
"ENSG00000010671",7.81076967931803,-1.27478022871857e-07,0.00144269216505978,0.928941592027067,0.999682268560792
"ENSG00000010704",404.136568452142,-1.83890774750014e-06,0.00144269176719715,0.272478144991222,0.999682268560792
"ENSG00000010803",1280.11954409377,9.77933946210471e-06,0.00144269993289614,0.95599051464485,0.999682268560792
"ENSG00000010810",403.802495643758,1.03823052335848e-06,0.00144267820698025,0.769015229165983,0.999682268560792
"ENSG00000010818",924.721084764259,8.51416303448088e-06,0.0014426421346569,0.216145608818288,0.999682268560792
"ENSG00000011007",626.144184869005,1.50164662086519e-06,0.00144267708307949,0.682091965083027,0.999682268560792
"ENSG00000011009",306.123001131557,1.4113013842475e-06,0.00144268308247127,0.680777990236035,0.999682268560792
"ENSG00000011021",253.80676273439,2.23434202281466e-06,0.00144267820392909,0.534039383382272,0.999682268560792
"ENSG00000011028",239.013252939526,-1.31555513727001e-06,0.0014426941333277,0.22082840298906,0.999682268560792
"ENSG00000011052",8.69918578734878,-1.60256912730869e-07,0.00144269300140135,0.89225992826858,0.999682268560792
"ENSG00000011105",1308.75324286305,-2.87821980830044e-06,0.00144268880972754,0.490818705421865,0.999682268560792
"ENSG00000011114",1304.87276083141,3.99986879766329e-06,0.00144267472789012,0.328638013316207,0.999682268560792
"ENSG00000011132",162.70135379468,8.69008420491337e-06,0.00144268974817877,0.507702670551957,0.999682268560792
"ENSG00000011143",99.4213222912893,1.04610117015294e-06,0.00144266852904062,0.812109562718043,0.999682268560792
"ENSG00000011198",373.50256127655,5.86415098062882e-06,0.001442619058206,0.446649481826145,0.999682268560792
"ENSG00000011201",1008.85467487166,-9.73022315510223e-07,0.00144269108128877,0.569704676939434,0.999682268560792
"ENSG00000011243",587.020503644944,4.04261443605877e-06,0.00144267023183055,0.36619260275329,0.999682268560792
"ENSG00000011258",195.979566521347,1.94687214093142e-06,0.00144266859456177,0.660537374232431,0.999682268560792
"ENSG00000011260",421.122487220945,2.31059538503893e-06,0.00144264161753859,0.712926297370138,0.999682268560792
"ENSG00000011275",881.598963151714,1.32972479643981e-06,0.00144265771096232,0.800508626730718,0.999682268560792
"ENSG00000011295",1123.26468850316,6.82262669062433e-06,0.0014426117426182,0.40142502926762,0.999682268560792
"ENSG00000011304",3268.25764104849,4.59054020627933e-06,0.00144265026464706,0.438698144199064,0.999682268560792
"ENSG00000011347",62.5598190293609,-4.01556433511872e-07,0.00144267700689837,0.909843879291333,0.999682268560792
"ENSG00000011376",551.559420471531,-3.1199136926941e-08,0.00144265115725562,0.994048170611605,0.999682268560792
"ENSG00000011405",2052.49422646844,1.46153624172629e-05,0.00144272316238457,0.472744508080432,0.999682268560792
"ENSG00000011422",298.784820689188,-2.11860077776003e-05,0.00144276772323444,0.75406878024332,0.999682268560792
"ENSG00000011426",39.4578912473025,-2.13614958524601e-06,0.00144269244890182,0.177236927545194,0.999682268560792
"ENSG00000011451",833.962882112923,5.98910865313289e-06,0.00144266463861137,0.438387921892746,0.999682268560792
"ENSG00000011454",933.173004589197,4.19607863550181e-06,0.0014426375262631,0.526700975851323,0.999682268560792
"ENSG00000011465",71.0455345729934,-1.15108160914285e-06,0.00144269388466067,0.259734715508971,0.999682268560792
"ENSG00000011478",98.1888893604085,-2.44370216613068e-07,0.00144268046324037,0.93847091393096,0.999682268560792
"ENSG00000011485",927.40953646814,-8.44539402723819e-07,0.00144263224929797,0.898848625889494,0.999682268560792
